timestamp,machine_id,vibration,temperature,pressure,failure_event
2025-01-01 07:00:00,M00,0.1667,60.36,2.411,0
2025-01-01 07:10:00,M00,0.2116,62.069,2.034,0
2025-01-01 07:20:00,M00,0.2058,68.081,1.933,0
2025-01-01 07:30:00,M00,0.2109,49.684,1.972,0
2025-01-01 07:40:00,M00,0.2436,57.044,2.123,0
2025-01-01 07:50:00,M00,0.2112,62.955,1.654,0
2025-01-01 08:00:00,M00,0.2339,52.092,2.033,0
2025-01-01 08:10:00,M00,0.2034,67.38,1.922,0
2025-01-01 08:20:00,M00,0.2145,61.842,2.37,0
2025-01-01 08:30:00,M00,0.2316,64.233,1.965,0
2025-01-01 08:40:00,M00,0.1271,57.145,2.334,0
2025-01-01 08:50:00,M00,0.184,64.069,1.779,0
2025-01-01 09:00:00,M00,0.1765,65.342,2.117,0
2025-01-01 09:10:00,M00,0.1681,61.164,2.064,0
2025-01-01 09:20:00,M00,0.1862,61.172,1.826,0
2025-01-01 09:30:00,M00,0.2747,61.352,2.035,0
2025-01-01 09:40:00,M00,0.1567,55.683,2.243,0
2025-01-01 09:50:00,M00,0.2484,59.262,1.935,0
2025-01-01 10:00:00,M00,0.1159,59.237,1.662,0
2025-01-01 10:10:00,M00,0.1833,61.917,1.996,0
2025-01-01 10:20:00,M00,0.2081,64.999,1.82,0
2025-01-01 10:30:00,M00,0.2293,54.707,1.932,0
2025-01-01 10:40:00,M00,0.2356,59.375,1.984,0
2025-01-01 10:50:00,M00,0.2397,67.407,1.659,0
2025-01-01 11:00:00,M00,0.1826,56.282,1.677,0
2025-01-01 11:10:00,M00,0.1769,55.889,2.096,0
2025-01-01 11:20:00,M00,0.2429,61.012,1.895,0
2025-01-01 11:30:00,M00,0.1904,64.222,1.487,0
2025-01-01 11:40:00,M00,0.1362,60.057,2.157,0
2025-01-01 11:50:00,M00,0.1433,66.645,2.054,0
2025-01-01 12:00:00,M00,0.154,64.284,1.857,0
2025-01-01 12:10:00,M00,0.2249,64.209,1.737,0
2025-01-01 12:20:00,M00,0.2071,62.771,2.167,0
2025-01-01 12:30:00,M00,0.2345,71.638,2.07,0
2025-01-01 12:40:00,M00,0.1786,58.974,2.477,0
2025-01-01 12:50:00,M00,0.2079,49.982,2.084,0
2025-01-01 13:00:00,M00,0.2313,68.021,2.078,0
2025-01-01 13:10:00,M00,0.1845,57.712,1.967,0
2025-01-01 13:20:00,M00,0.2228,60.539,2.163,0
2025-01-01 13:30:00,M00,0.1669,66.548,2.125,0
2025-01-01 13:40:00,M00,0.1818,51.989,2.25,0
2025-01-01 13:50:00,M00,0.1809,53.742,1.896,0
2025-01-01 14:00:00,M00,0.1402,51.994,1.913,0
2025-01-01 14:10:00,M00,0.2243,56.029,1.904,0
2025-01-01 14:20:00,M00,0.1765,62.198,2.158,0
2025-01-01 14:30:00,M00,0.2006,62.621,2.3,0
2025-01-01 14:40:00,M00,0.224,61.381,1.908,0
2025-01-01 14:50:00,M00,0.2223,52.936,1.915,0
2025-01-01 15:00:00,M00,0.2333,48.449,2.063,0
2025-01-01 15:10:00,M00,0.1951,60.272,1.951,0
2025-01-01 15:20:00,M00,0.1788,57.641,2.19,0
2025-01-01 15:30:00,M00,0.196,62.297,1.55,0
2025-01-01 15:40:00,M00,0.1156,63.51,1.835,0
2025-01-01 15:50:00,M00,0.1276,60.691,1.844,0
2025-01-01 16:00:00,M00,0.1339,63.801,1.536,0
2025-01-01 16:10:00,M00,0.1501,61.146,1.807,0
2025-01-01 16:20:00,M00,0.22,62.65,1.817,0
2025-01-01 16:30:00,M00,0.1547,56.477,1.96,0
2025-01-01 16:40:00,M00,0.1811,59.102,2.223,0
2025-01-01 16:50:00,M00,0.265,60.984,1.951,0
2025-01-01 17:00:00,M00,0.1822,64.103,1.794,0
2025-01-01 17:10:00,M00,0.2369,58.031,1.989,0
2025-01-01 17:20:00,M00,0.1533,62.606,2.21,0
2025-01-01 17:30:00,M00,0.1897,58.671,1.805,0
2025-01-01 17:40:00,M00,0.1525,59.412,1.818,0
2025-01-01 17:50:00,M00,0.183,64.148,2.112,0
2025-01-01 18:00:00,M00,0.242,50.035,1.956,0
2025-01-01 18:10:00,M00,0.2447,68.108,1.793,0
2025-01-01 18:20:00,M00,0.3527,67.18,1.661,0
2025-01-01 18:30:00,M00,0.3429,62.923,1.804,0
2025-01-01 18:40:00,M00,0.3013,71.199,1.457,0
2025-01-01 18:50:00,M00,0.2587,78.338,1.661,0
2025-01-01 19:00:00,M00,0.3346,73.166,1.622,0
2025-01-01 19:10:00,M00,0.3045,75.58,1.421,0
2025-01-01 19:20:00,M00,0.3427,80.037,1.351,0
2025-01-01 19:30:00,M00,0.3321,81.229,1.801,0
2025-01-01 19:40:00,M00,0.4111,74.245,1.594,0
2025-01-01 19:50:00,M00,0.3191,81.359,1.459,0
2025-01-01 20:00:00,M00,0.2798,75.051,1.645,0
2025-01-01 20:10:00,M00,0.209,55.813,2.226,1
2025-01-01 20:20:00,M00,0.211,57.028,1.544,0
2025-01-01 20:30:00,M00,0.268,52.597,1.701,0
2025-01-01 20:40:00,M00,0.2418,55.559,1.815,0
2025-01-01 20:50:00,M00,0.2178,58.21,2.292,0
2025-01-01 21:00:00,M00,0.2732,64.018,2.057,0
2025-01-01 21:10:00,M00,0.1406,68.604,2.153,0
2025-01-01 21:20:00,M00,0.168,53.089,1.772,0
2025-01-01 21:30:00,M00,0.1537,61.964,1.776,0
2025-01-01 21:40:00,M00,0.1805,54.797,2.09,0
2025-01-01 21:50:00,M00,0.1312,62.373,2.012,0
2025-01-01 22:00:00,M00,0.2318,59.345,2.11,0
2025-01-01 22:10:00,M00,0.1889,50.845,1.962,0
2025-01-01 22:20:00,M00,0.1265,64.641,2.056,0
2025-01-01 22:30:00,M00,0.1492,56.975,2.032,0
2025-01-01 22:40:00,M00,0.2157,57.33,2.156,0
2025-01-01 22:50:00,M00,0.2419,54.651,2.161,0
2025-01-01 23:00:00,M00,0.2998,56.729,1.676,0
2025-01-01 23:10:00,M00,0.3457,62.139,1.551,0
2025-01-01 23:20:00,M00,0.2207,59.054,2.2,0
2025-01-01 23:30:00,M00,0.1505,61.643,2.238,0
2025-01-01 23:40:00,M00,0.0934,61.81,1.796,0
2025-01-01 23:50:00,M00,0.2134,66.603,1.628,0
2025-01-02 00:00:00,M00,0.1594,58.286,2.02,0
2025-01-02 00:10:00,M00,0.1792,52.616,2.186,0
2025-01-02 00:20:00,M00,0.1694,65.336,2.36,0
2025-01-02 00:30:00,M00,0.193,58.343,2.103,0
2025-01-02 00:40:00,M00,0.2533,65.573,1.926,0
2025-01-02 00:50:00,M00,0.2079,61.917,1.821,0
2025-01-02 01:00:00,M00,0.1921,59.344,2.002,0
2025-01-02 01:10:00,M00,0.1482,61.744,1.94,0
2025-01-02 01:20:00,M00,0.1163,69.755,1.797,0
2025-01-02 01:30:00,M00,0.1757,70.385,2.41,0
2025-01-02 01:40:00,M00,0.1973,60.347,2.357,0
2025-01-02 01:50:00,M00,0.2884,60.801,2.227,0
2025-01-02 02:00:00,M00,0.2065,65.381,1.816,0
2025-01-02 02:10:00,M00,0.2491,55.772,2.171,0
2025-01-02 02:20:00,M00,0.175,61.665,2.128,0
2025-01-02 02:30:00,M00,0.1408,59.871,2.089,0
2025-01-02 02:40:00,M00,0.1517,61.57,2.25,0
2025-01-02 02:50:00,M00,0.1637,55.833,2.127,0
2025-01-02 03:00:00,M00,0.3064,52.052,2.148,0
2025-01-02 03:10:00,M00,0.1589,49.635,2.127,0
2025-01-02 03:20:00,M00,0.2419,54.413,2.068,0
2025-01-02 03:30:00,M00,0.1549,57.707,1.643,0
2025-01-02 03:40:00,M00,0.2466,58.534,2.017,0
2025-01-02 03:50:00,M00,0.2192,69.686,1.889,0
2025-01-02 04:00:00,M00,0.1922,65.53,1.744,0
2025-01-02 04:10:00,M00,0.198,55.19,2.336,0
2025-01-02 04:20:00,M00,0.1673,61.739,2.346,0
2025-01-02 04:30:00,M00,0.2223,57.965,2.272,0
2025-01-02 04:40:00,M00,0.1773,58.578,2.051,0
2025-01-02 04:50:00,M00,0.1387,60.927,2.27,0
2025-01-02 05:00:00,M00,0.1361,63.096,2.002,0
2025-01-02 05:10:00,M00,0.2086,58.304,2.041,0
2025-01-02 05:20:00,M00,0.279,65.319,1.781,0
2025-01-02 05:30:00,M00,0.208,54.29,2.079,0
2025-01-02 05:40:00,M00,0.1941,60.032,2.012,0
2025-01-02 05:50:00,M00,0.2143,72.988,1.739,0
2025-01-02 06:00:00,M00,0.2653,61.115,1.99,0
2025-01-02 06:10:00,M00,0.211,67.166,1.984,0
2025-01-02 06:20:00,M00,0.1795,60.458,2.36,0
2025-01-02 06:30:00,M00,0.2553,62.904,2.179,0
2025-01-02 06:40:00,M00,0.2214,59.716,2.002,0
2025-01-02 06:50:00,M00,0.2768,59.148,2.05,0
2025-01-02 07:00:00,M00,0.2092,56.103,2.009,0
2025-01-02 07:10:00,M00,0.1388,62.152,1.959,0
2025-01-02 07:20:00,M00,0.1316,55.742,1.784,0
2025-01-02 07:30:00,M00,0.2825,63.328,1.97,0
2025-01-02 07:40:00,M00,0.2862,65.426,1.851,0
2025-01-02 07:50:00,M00,0.191,61.833,1.75,0
2025-01-02 08:00:00,M00,0.1808,58.569,2.102,0
2025-01-02 08:10:00,M00,0.2731,62.27,2.078,0
2025-01-02 08:20:00,M00,0.1446,58.457,1.643,0
2025-01-02 08:30:00,M00,0.1553,64.678,1.975,0
2025-01-02 08:40:00,M00,0.2322,50.843,2.199,0
2025-01-02 08:50:00,M00,0.1803,58.322,2.212,0
2025-01-02 09:00:00,M00,0.1997,50.046,2.205,0
2025-01-02 09:10:00,M00,0.1918,52.525,2.008,0
2025-01-02 09:20:00,M00,0.2169,66.819,1.831,0
2025-01-02 09:30:00,M00,0.2704,64.476,1.783,0
2025-01-02 09:40:00,M00,0.2045,56.403,2.069,0
2025-01-02 09:50:00,M00,0.2322,52.487,2.076,0
2025-01-02 10:00:00,M00,0.0975,45.177,2.257,0
2025-01-02 10:10:00,M00,0.1976,57.283,2.22,0
2025-01-02 10:20:00,M00,0.1578,72.102,1.974,0
2025-01-02 10:30:00,M00,0.1391,62.174,1.751,0
2025-01-02 10:40:00,M00,0.1561,57.202,1.936,0
2025-01-02 10:50:00,M00,0.1833,62.325,2.043,0
2025-01-02 11:00:00,M00,0.2458,52.195,1.96,0
2025-01-02 11:10:00,M00,0.1337,58.513,1.884,0
2025-01-02 11:20:00,M00,0.2015,60.497,2.051,0
2025-01-02 11:30:00,M00,0.1758,59.569,1.899,0
2025-01-02 11:40:00,M00,0.1836,63.954,1.874,0
2025-01-02 11:50:00,M00,0.2501,61.723,2.062,0
2025-01-02 12:00:00,M00,0.2269,63.342,1.92,0
2025-01-02 12:10:00,M00,0.2669,56.558,2.049,0
2025-01-02 12:20:00,M00,0.1923,64.489,2.055,0
2025-01-02 12:30:00,M00,0.1652,68.145,1.772,0
2025-01-02 12:40:00,M00,0.1888,55.149,1.904,0
2025-01-02 12:50:00,M00,0.2121,55.562,2.288,0
2025-01-02 13:00:00,M00,0.2088,66.679,1.768,0
2025-01-02 13:10:00,M00,0.1458,59.043,1.577,0
2025-01-02 13:20:00,M00,0.2045,67.019,1.628,0
2025-01-02 13:30:00,M00,0.2114,57.787,2.006,0
2025-01-02 13:40:00,M00,0.3259,67.275,2.006,0
2025-01-02 13:50:00,M00,0.2938,60.657,1.976,0
2025-01-02 14:00:00,M00,0.1573,61.291,2.243,0
2025-01-02 14:10:00,M00,0.1856,67.824,1.465,0
2025-01-02 14:20:00,M00,0.1268,58.191,2.079,0
2025-01-02 14:30:00,M00,0.1705,55.294,2.312,0
2025-01-02 14:40:00,M00,0.2158,57.757,1.774,0
2025-01-02 14:50:00,M00,0.2603,62.262,1.924,0
2025-01-02 15:00:00,M00,0.1635,52.171,1.849,0
2025-01-02 15:10:00,M00,0.1673,63.187,1.821,0
2025-01-02 15:20:00,M00,0.3271,66.009,1.555,0
2025-01-02 15:30:00,M00,0.4263,74.442,1.906,0
2025-01-02 15:40:00,M00,0.3813,56.731,1.988,0
2025-01-02 15:50:00,M00,0.4079,64.77,1.553,0
2025-01-02 16:00:00,M00,0.3906,60.27,2.002,0
2025-01-02 16:10:00,M00,0.4297,64.572,1.628,0
2025-01-02 16:20:00,M00,0.3465,69.941,1.971,0
2025-01-02 16:30:00,M00,0.3611,67.807,1.602,0
2025-01-02 16:40:00,M00,0.5409,67.436,1.647,0
2025-01-02 16:50:00,M00,0.37,67.907,1.694,0
2025-01-02 17:00:00,M00,0.3796,69.72,2.256,0
2025-01-02 17:10:00,M00,0.5263,63.66,1.791,0
2025-01-02 17:20:00,M00,0.3453,63.534,1.859,1
2025-01-02 17:30:00,M00,0.1414,63.313,2.194,0
2025-01-02 17:40:00,M00,0.1816,61.925,1.928,0
2025-01-02 17:50:00,M00,0.2171,62.783,1.902,0
2025-01-02 18:00:00,M00,0.2864,61.482,2.182,0
2025-01-02 18:10:00,M00,0.1507,70.175,2.006,0
2025-01-02 18:20:00,M00,0.1877,59.565,2.056,0
2025-01-02 18:30:00,M00,0.2389,58.465,2.003,0
2025-01-02 18:40:00,M00,0.2217,56.232,2.067,0
2025-01-02 18:50:00,M00,0.1812,54.839,2.085,0
2025-01-02 19:00:00,M00,0.1933,53.778,1.613,0
2025-01-02 19:10:00,M00,0.1313,55.556,2.133,0
2025-01-02 19:20:00,M00,0.1881,59.647,1.804,0
2025-01-02 19:30:00,M00,0.1867,61.671,1.712,0
2025-01-02 19:40:00,M00,0.2116,60.256,1.988,0
2025-01-02 19:50:00,M00,0.1722,56.172,2.017,0
2025-01-02 20:00:00,M00,0.2236,64.501,1.861,0
2025-01-02 20:10:00,M00,0.2506,63.697,2.166,0
2025-01-02 20:20:00,M00,0.2078,59.202,1.732,0
2025-01-02 20:30:00,M00,0.2176,56.735,1.919,0
2025-01-02 20:40:00,M00,0.2027,62.742,1.883,0
2025-01-02 20:50:00,M00,0.2,60.94,1.991,0
2025-01-02 21:00:00,M00,0.1639,52.759,2.056,0
2025-01-02 21:10:00,M00,0.2158,59.66,1.798,0
2025-01-02 21:20:00,M00,0.1951,61.31,2.145,0
2025-01-02 21:30:00,M00,0.3047,55.502,2.013,0
2025-01-02 21:40:00,M00,0.2787,60.949,1.622,0
2025-01-02 21:50:00,M00,0.2193,52.726,1.608,0
2025-01-02 22:00:00,M00,0.1618,66.681,1.998,0
2025-01-02 22:10:00,M00,0.1444,66.24,1.956,0
2025-01-02 22:20:00,M00,0.2596,58.737,1.979,0
2025-01-02 22:30:00,M00,0.2131,61.817,1.994,0
2025-01-02 22:40:00,M00,0.224,47.95,2.045,0
2025-01-02 22:50:00,M00,0.1128,54.218,2.19,0
2025-01-02 23:00:00,M00,0.2464,58.531,1.778,0
2025-01-02 23:10:00,M00,0.2227,54.639,1.766,0
2025-01-02 23:20:00,M00,0.1445,63.572,1.781,0
2025-01-02 23:30:00,M00,0.1764,69.986,2.058,0
2025-01-02 23:40:00,M00,0.2132,54.117,2.249,0
2025-01-02 23:50:00,M00,0.2026,55.813,1.914,0
2025-01-03 00:00:00,M00,0.1854,61.177,1.5,0
2025-01-03 00:10:00,M00,0.1948,68.056,1.659,0
2025-01-03 00:20:00,M00,0.1874,53.888,1.833,0
2025-01-03 00:30:00,M00,0.2076,61.245,1.888,0
2025-01-03 00:40:00,M00,0.2736,69.106,1.918,0
2025-01-03 00:50:00,M00,0.0717,51.741,2.008,0
2025-01-03 01:00:00,M00,0.1882,53.595,1.938,0
2025-01-03 01:10:00,M00,0.2088,57.882,2.21,0
2025-01-03 01:20:00,M00,0.2148,57.397,1.865,0
2025-01-03 01:30:00,M00,0.1814,64.063,1.828,0
2025-01-03 01:40:00,M00,0.1122,61.208,2.096,0
2025-01-03 01:50:00,M00,0.2164,51.125,1.693,0
2025-01-01 00:00:00,M01,0.2278,59.07,2.179,0
2025-01-01 00:10:00,M01,0.1689,56.432,1.601,0
2025-01-01 00:20:00,M01,0.2494,46.741,1.664,0
2025-01-01 00:30:00,M01,0.2579,53.11,2.042,0
2025-01-01 00:40:00,M01,0.2718,50.947,1.857,0
2025-01-01 00:50:00,M01,0.2265,48.751,2.262,0
2025-01-01 01:00:00,M01,0.2682,54.023,1.937,0
2025-01-01 01:10:00,M01,0.106,66.625,1.613,0
2025-01-01 01:20:00,M01,0.1841,59.778,1.746,0
2025-01-01 01:30:00,M01,0.1566,66.453,1.45,0
2025-01-01 01:40:00,M01,0.206,62.055,1.953,0
2025-01-01 01:50:00,M01,0.1714,63.913,1.962,0
2025-01-01 02:00:00,M01,0.1917,55.496,1.915,0
2025-01-01 02:10:00,M01,0.2941,62.62,2.216,0
2025-01-01 02:20:00,M01,0.1915,63.644,2.24,0
2025-01-01 02:30:00,M01,0.2207,57.117,1.966,0
2025-01-01 02:40:00,M01,0.1884,62.798,1.573,0
2025-01-01 02:50:00,M01,0.2038,62.831,2.123,0
2025-01-01 03:00:00,M01,0.2003,57.252,2.111,0
2025-01-01 03:10:00,M01,0.2224,54.386,2.062,0
2025-01-01 03:20:00,M01,0.2583,54.079,2.196,0
2025-01-01 03:30:00,M01,0.2824,60.433,1.767,0
2025-01-01 03:40:00,M01,0.2155,61.635,2.402,0
2025-01-01 03:50:00,M01,0.2295,56.037,1.808,0
2025-01-01 04:00:00,M01,0.1425,60.133,2.15,0
2025-01-01 04:10:00,M01,0.1956,62.853,1.663,0
2025-01-01 04:20:00,M01,0.247,63.091,1.814,0
2025-01-01 04:30:00,M01,0.2433,67.759,2.303,0
2025-01-01 04:40:00,M01,0.2106,66.385,1.948,0
2025-01-01 04:50:00,M01,0.2443,54.994,2.168,0
2025-01-01 05:00:00,M01,0.2245,68.418,2.047,0
2025-01-01 05:10:00,M01,0.26,57.345,1.979,0
2025-01-01 05:20:00,M01,0.2145,65.224,2.273,0
2025-01-01 05:30:00,M01,0.1822,60.34,1.953,0
2025-01-01 05:40:00,M01,0.2168,57.939,1.644,0
2025-01-01 05:50:00,M01,0.0535,50.962,1.839,0
2025-01-01 06:00:00,M01,0.2191,59.142,2.11,0
2025-01-01 06:10:00,M01,0.0176,52.203,2.079,0
2025-01-01 06:20:00,M01,0.1138,64.836,1.687,0
2025-01-01 06:30:00,M01,0.2226,67.584,1.855,0
2025-01-01 06:40:00,M01,0.2239,56.015,1.884,0
2025-01-01 06:50:00,M01,0.1419,61.51,1.927,0
2025-01-01 07:00:00,M01,0.1644,56.373,1.725,0
2025-01-01 07:10:00,M01,0.2685,56.858,1.874,0
2025-01-01 07:20:00,M01,0.1758,63.872,1.854,0
2025-01-01 07:30:00,M01,0.3121,59.807,2.154,0
2025-01-01 07:40:00,M01,0.1999,68.698,2.162,0
2025-01-01 07:50:00,M01,0.2204,57.589,1.971,0
2025-01-01 08:00:00,M01,0.2808,64.997,1.922,0
2025-01-01 08:10:00,M01,0.2066,60.487,2.028,0
2025-01-01 08:20:00,M01,0.1499,63.979,1.837,0
2025-01-01 08:30:00,M01,0.1945,57.764,1.771,0
2025-01-01 08:40:00,M01,0.1982,59.752,1.812,0
2025-01-01 08:50:00,M01,0.1318,59.423,1.873,0
2025-01-01 09:00:00,M01,0.1872,55.82,1.767,0
2025-01-01 09:10:00,M01,0.1629,63.31,2.032,0
2025-01-01 09:20:00,M01,0.2462,63.251,2.146,0
2025-01-01 09:30:00,M01,0.2017,62.968,1.683,0
2025-01-01 09:40:00,M01,0.1859,67.685,2.005,0
2025-01-01 09:50:00,M01,0.1947,67.247,1.956,0
2025-01-01 10:00:00,M01,0.2112,58.125,2.068,0
2025-01-01 10:10:00,M01,0.2308,61.865,1.997,0
2025-01-01 10:20:00,M01,0.15,56.882,1.709,0
2025-01-01 10:30:00,M01,0.1479,60.117,1.748,0
2025-01-01 10:40:00,M01,0.2552,57.001,2.006,0
2025-01-01 10:50:00,M01,0.1794,68.1,2.206,0
2025-01-01 11:00:00,M01,0.1292,61.818,1.557,0
2025-01-01 11:10:00,M01,0.2222,58.91,2.069,0
2025-01-01 11:20:00,M01,0.2232,65.968,2.238,0
2025-01-01 11:30:00,M01,0.1235,49.147,1.969,0
2025-01-01 11:40:00,M01,0.2115,49.929,2.11,0
2025-01-01 11:50:00,M01,0.2368,63.979,1.859,0
2025-01-01 12:00:00,M01,0.2187,60.302,1.976,0
2025-01-01 12:10:00,M01,0.2316,61.252,1.676,0
2025-01-01 12:20:00,M01,0.2692,65.445,0.933,0
2025-01-01 12:30:00,M01,0.356,71.961,1.59,0
2025-01-01 12:40:00,M01,0.3243,82.095,1.205,0
2025-01-01 12:50:00,M01,0.3153,76.198,1.311,0
2025-01-01 13:00:00,M01,0.383,72.926,1.125,0
2025-01-01 13:10:00,M01,0.4134,69.882,1.12,0
2025-01-01 13:20:00,M01,0.4291,70.104,1.367,0
2025-01-01 13:30:00,M01,0.4052,61.431,1.256,0
2025-01-01 13:40:00,M01,0.3339,73.365,1.478,0
2025-01-01 13:50:00,M01,0.3571,76.305,1.492,0
2025-01-01 14:00:00,M01,0.3778,64.199,1.466,0
2025-01-01 14:10:00,M01,0.3455,68.77,1.45,0
2025-01-01 14:20:00,M01,0.2065,54.213,2.316,1
2025-01-01 14:30:00,M01,0.2412,55.173,1.786,0
2025-01-01 14:40:00,M01,0.197,60.267,1.989,0
2025-01-01 14:50:00,M01,0.1635,49.578,2.227,0
2025-01-01 15:00:00,M01,0.1793,63.071,2.253,0
2025-01-01 15:10:00,M01,0.2317,63.769,1.716,0
2025-01-01 15:20:00,M01,0.2001,58.744,1.938,0
2025-01-01 15:30:00,M01,0.217,47.596,2.272,0
2025-01-01 15:40:00,M01,0.2335,55.018,2.102,0
2025-01-01 15:50:00,M01,0.1813,66.165,2.039,0
2025-01-01 16:00:00,M01,0.2378,46.11,1.956,0
2025-01-01 16:10:00,M01,0.2189,58.262,1.923,0
2025-01-01 16:20:00,M01,0.1383,54.1,2.058,0
2025-01-01 16:30:00,M01,0.2721,64.023,1.95,0
2025-01-01 16:40:00,M01,0.175,56.624,1.991,0
2025-01-01 16:50:00,M01,0.1172,62.02,2.016,0
2025-01-01 17:00:00,M01,0.1477,62.827,1.864,0
2025-01-01 17:10:00,M01,0.1489,69.181,2.106,0
2025-01-01 17:20:00,M01,0.2026,58.985,2.583,0
2025-01-01 17:30:00,M01,0.1863,61.88,1.645,0
2025-01-01 17:40:00,M01,0.1832,52.575,2.065,0
2025-01-01 17:50:00,M01,0.231,65.952,1.848,0
2025-01-01 18:00:00,M01,0.217,56.197,2.115,0
2025-01-01 18:10:00,M01,0.2158,57.196,2.009,0
2025-01-01 18:20:00,M01,0.2205,59.889,2.152,0
2025-01-01 18:30:00,M01,0.2308,52.186,2.235,0
2025-01-01 18:40:00,M01,0.0946,61.144,2.038,0
2025-01-01 18:50:00,M01,0.1818,64.837,2.226,0
2025-01-01 19:00:00,M01,0.091,61.465,1.531,0
2025-01-01 19:10:00,M01,0.2018,52.056,2.318,0
2025-01-01 19:20:00,M01,0.1998,59.381,2.075,0
2025-01-01 19:30:00,M01,0.2523,63.71,2.216,0
2025-01-01 19:40:00,M01,0.2594,50.61,1.756,0
2025-01-01 19:50:00,M01,0.2101,54.626,1.834,0
2025-01-01 20:00:00,M01,0.175,64.383,2.029,0
2025-01-01 20:10:00,M01,0.2243,61.35,1.997,0
2025-01-01 20:20:00,M01,0.1736,62.06,2.057,0
2025-01-01 20:30:00,M01,0.1999,69.297,2.217,0
2025-01-01 20:40:00,M01,0.2493,62.343,1.647,0
2025-01-01 20:50:00,M01,0.1721,63.289,2.195,0
2025-01-01 21:00:00,M01,0.2403,73.554,2.002,0
2025-01-01 21:10:00,M01,0.2339,58.931,1.959,0
2025-01-01 21:20:00,M01,0.1523,56.011,1.706,0
2025-01-01 21:30:00,M01,0.2487,62.139,2.101,0
2025-01-01 21:40:00,M01,0.2349,62.195,1.517,0
2025-01-01 21:50:00,M01,0.2051,57.366,2.13,0
2025-01-01 22:00:00,M01,0.1619,54.838,1.702,0
2025-01-01 22:10:00,M01,0.157,71.549,2.011,0
2025-01-01 22:20:00,M01,0.1731,61.634,1.976,0
2025-01-01 22:30:00,M01,0.2271,56.339,2.234,0
2025-01-01 22:40:00,M01,0.1522,64.58,1.964,0
2025-01-01 22:50:00,M01,0.2219,59.454,1.861,0
2025-01-01 23:00:00,M01,0.1379,58.736,1.899,0
2025-01-01 23:10:00,M01,0.1898,62.811,2.255,0
2025-01-01 23:20:00,M01,0.2055,53.541,2.107,0
2025-01-01 23:30:00,M01,0.3223,61.763,1.923,0
2025-01-01 23:40:00,M01,0.1311,69.565,1.953,0
2025-01-01 23:50:00,M01,0.2736,62.331,1.687,0
2025-01-02 00:00:00,M01,0.2075,58.119,2.078,0
2025-01-02 00:10:00,M01,0.2206,57.464,1.648,0
2025-01-02 00:20:00,M01,0.2059,57.948,2.15,0
2025-01-02 00:30:00,M01,0.2222,58.73,2.026,0
2025-01-02 00:40:00,M01,0.1923,58.111,2.477,0
2025-01-02 00:50:00,M01,0.2727,64.582,1.78,0
2025-01-02 01:00:00,M01,0.1772,51.334,1.979,0
